timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1607948917161,466,Home Page,200,OK,Gemezz 1-21,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,459,0,281
1607948917320,307,Home Page,200,OK,Gemezz 1-29,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,304,0,84
1607948917025,602,Home Page,200,OK,Gemezz 1-7,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,598,0,381
1607948917342,285,Home Page,200,OK,Gemezz 1-30,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,282,0,54
1607948917261,366,Home Page,200,OK,Gemezz 1-26,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,362,0,169
1607948917027,600,Home Page,200,OK,Gemezz 1-1,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,592,0,402
1607948917119,508,Home Page,200,OK,Gemezz 1-19,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,501,0,323
1607948917305,322,Home Page,200,OK,Gemezz 1-28,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,315,0,136
1607948917140,487,Home Page,200,OK,Gemezz 1-20,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,484,0,262
1607948917025,602,Home Page,200,OK,Gemezz 1-2,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,595,0,416
1607948917025,602,Home Page,200,OK,Gemezz 1-12,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,595,0,417
1607948917025,602,Home Page,200,OK,Gemezz 1-3,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,595,0,417
1607948917181,446,Home Page,200,OK,Gemezz 1-22,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,445,0,214
1607948917027,600,Home Page,200,OK,Gemezz 1-13,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,599,0,403
1607948917027,600,Home Page,200,OK,Gemezz 1-9,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,599,0,395
1607948917027,600,Home Page,200,OK,Gemezz 1-4,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,599,0,396
1607948917098,529,Home Page,200,OK,Gemezz 1-18,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,528,0,317
1607948917080,547,Home Page,200,OK,Gemezz 1-17,text,true,,512,144,44,44,http://ltc.la.gemezz.mobi/index.php/mobile/home,546,0,350
1607948917361,266,Home Page,200,OK,Gemezz 1-31,text,true,,512,144,45,45,http://ltc.la.gemezz.mobi/index.php/mobile/home,265,0,41
1607948917025,602,Home Page,200,OK,Gemezz 1-14,text,true,,512,144,45,45,http://ltc.la.gemezz.mobi/index.php/mobile/home,601,0,403
1607948917025,602,Home Page,200,OK,Gemezz 1-5,text,true,,512,144,45,45,http://ltc.la.gemezz.mobi/index.php/mobile/home,601,0,382
1607948917025,602,Home Page,200,OK,Gemezz 1-10,text,true,,512,144,45,45,http://ltc.la.gemezz.mobi/index.php/mobile/home,601,0,390
1607948917039,588,Home Page,200,OK,Gemezz 1-15,text,true,,512,144,45,45,http://ltc.la.gemezz.mobi/index.php/mobile/home,587,0,392
1607948917199,428,Home Page,200,OK,Gemezz 1-23,text,true,,512,144,45,45,http://ltc.la.gemezz.mobi/index.php/mobile/home,420,0,203
1607948917027,600,Home Page,200,OK,Gemezz 1-8,text,true,,512,144,45,45,http://ltc.la.gemezz.mobi/index.php/mobile/home,599,0,377
1607948917282,345,Home Page,200,OK,Gemezz 1-27,text,true,,512,144,45,45,http://ltc.la.gemezz.mobi/index.php/mobile/home,344,0,126
1607948917059,568,Home Page,200,OK,Gemezz 1-16,text,true,,512,144,45,45,http://ltc.la.gemezz.mobi/index.php/mobile/home,567,0,362
1607948917025,602,Home Page,200,OK,Gemezz 1-11,text,true,,512,144,45,45,http://ltc.la.gemezz.mobi/index.php/mobile/home,601,0,380
1607948917222,455,Home Page,200,OK,Gemezz 1-24,text,true,,512,144,47,47,http://ltc.la.gemezz.mobi/index.php/mobile/home,455,0,374
1607948917241,437,Home Page,200,OK,Gemezz 1-25,text,true,,512,144,47,47,http://ltc.la.gemezz.mobi/index.php/mobile/home,437,0,355
1607948917027,652,Home Page,200,OK,Gemezz 1-6,text,true,,512,144,47,47,http://ltc.la.gemezz.mobi/index.php/mobile/home,652,0,570
1607948917382,299,Home Page,200,OK,Gemezz 1-32,text,true,,512,144,47,47,http://ltc.la.gemezz.mobi/index.php/mobile/home,299,0,214
1607948917419,271,Home Page,200,OK,Gemezz 1-34,text,true,,512,144,47,47,http://ltc.la.gemezz.mobi/index.php/mobile/home,271,0,178
1607948917403,287,Home Page,200,OK,Gemezz 1-33,text,true,,512,144,47,47,http://ltc.la.gemezz.mobi/index.php/mobile/home,287,0,194
1607948917635,60,Schedule,200,OK,Gemezz 1-28,text,true,,382,212,47,47,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,60,0,0
1607948917635,60,Schedule,200,OK,Gemezz 1-9,text,true,,382,212,47,47,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,60,0,0
1607948917634,61,Schedule,200,OK,Gemezz 1-20,text,true,,382,212,47,47,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,61,0,0
1607948917635,60,Schedule,200,OK,Gemezz 1-19,text,true,,382,212,47,47,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,60,0,0
1607948917635,64,Schedule,200,OK,Gemezz 1-13,text,true,,382,212,47,47,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,64,0,0
1607948917636,63,Schedule,200,OK,Gemezz 1-12,text,true,,382,212,47,47,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,63,0,0
1607948917636,68,Schedule,200,OK,Gemezz 1-4,text,true,,382,212,48,48,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,68,0,0
1607948917637,67,Schedule,200,OK,Gemezz 1-26,text,true,,382,212,48,48,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,67,0,0
1607948917637,68,Schedule,200,OK,Gemezz 1-17,text,true,,382,212,48,48,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,68,0,0
1607948917636,68,Schedule,200,OK,Gemezz 1-18,text,true,,382,212,48,48,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,68,0,0
1607948917638,68,Schedule,200,OK,Gemezz 1-30,text,true,,382,212,48,48,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,68,0,0
1607948917639,67,Schedule,200,OK,Gemezz 1-31,text,true,,382,212,48,48,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,67,0,0
1607948917636,71,Schedule,200,OK,Gemezz 1-1,text,true,,382,212,48,48,http://ltc.la.gemezz.mobi/index.php/mobile/competitionschedule,71,0,0
